,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(5, 0)","(5, 1)","(5, 2)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(6, 0)","(6, 1)","(6, 2)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(6, 8)","(6, 9)","(7, 0)","(7, 1)","(7, 2)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)","(7, 8)","(7, 9)","(8, 0)","(8, 1)","(8, 2)","(8, 3)","(8, 4)","(8, 5)","(8, 6)","(8, 7)","(8, 8)","(8, 9)","(9, 0)","(9, 1)","(9, 2)","(9, 3)","(9, 4)","(9, 5)","(9, 6)","(9, 7)","(9, 8)","(9, 9)"
201,2883,4647,4095,3966,3387,4182,4128,4215,2418,1884,6258,8661,7815,6480,6726,6882,7563,6906,7698,3939,6705,9303,7617,6411,6264,6519,7896,6906,6651,5637,8157,10365,8097,7662,7368,8016,8112,7542,6822,5646,6948,11673,8982,8067,8274,8061,8952,8052,8109,6378,8193,11835,9255,8853,8736,8373,9315,8316,8235,6339,8487,13596,10308,8718,8922,8793,9984,9375,9633,7644,7953,14184,10404,9720,8889,9246,9981,10410,10512,7839,4176,13413,8541,6633,7164,7470,8367,7467,8028,7137,1449,5865,2676,3027,3141,3093,3039,3666,3153,4713
202,3093,3192,4146,4482,2802,4206,3453,3021,1689,1362,4326,5154,4359,4839,4101,3573,4293,3930,2868,1362,2922,4353,4281,4611,4764,4203,4833,4278,2535,2382,3513,4593,3789,4902,2679,3789,4023,4338,4032,3444,2454,3954,3498,2706,2418,2931,4221,3405,2049,1941,3414,4491,2844,2997,2400,3987,2865,4566,3699,3732,1254,3090,1740,2073,1524,1617,1728,1752,1773,2367,2268,2904,2580,2829,1917,1992,1833,1545,2136,2301,1299,2196,1362,1362,1362,2100,2319,2325,2070,2028,0,543,543,543,546,543,816,543,543,543
203,675,1362,2823,3012,3648,2769,2838,2340,1869,1362,864,2190,3666,3777,3291,2145,1911,2139,1362,1371,1017,4575,5106,4269,3489,2283,1872,2679,1551,1362,2085,3684,4182,3054,3294,1887,1500,1878,1554,1362,1347,3156,4089,3177,2946,2226,1440,2310,1362,1362,1398,5022,4233,2766,2961,2142,2004,2157,1623,1362,1455,4437,4029,3567,3228,1800,2685,2061,1551,1362,1230,4428,3981,3759,3588,1362,1890,2064,1362,1362,1677,4839,4863,4827,4686,2727,1464,1767,1548,1362,3432,2727,2616,3006,2187,1290,1347,1368,996,543
204,3054,5829,6486,5649,7131,7086,8349,8658,6582,4734,3879,6528,9009,9732,9636,10482,10899,12066,8550,5907,4761,7575,8853,7977,9339,10635,11271,12333,9732,5664,5046,5055,9069,9744,10689,10230,10845,11964,8751,6780,3687,7608,9414,6318,8967,10974,11289,11214,9195,6270,4749,7968,8685,9087,9999,10836,10608,10635,8937,6534,4323,5046,9069,4221,10029,10380,10278,11283,8883,6144,3876,6849,8187,9366,10188,10881,11211,12018,9033,5847,4464,7971,9270,10296,10302,11259,12594,13281,10908,7080,4098,7380,7209,8013,7662,8499,6825,8517,6903,2160
205,675,1362,1362,1362,1362,1362,1362,1362,1362,1362,1014,1362,1362,2319,1482,1638,2178,2151,1884,1467,1140,1800,1725,1575,1467,1830,1383,1590,1755,1497,1611,1848,1362,1362,1392,1851,1362,1362,1584,1788,1401,1362,1362,1836,1362,1362,1362,1362,1677,1362,3108,2034,2367,3999,1596,1938,3909,5019,3384,4488,3171,4392,3657,3933,4617,4581,2229,6813,5799,3885,2931,4881,6084,6585,4299,5175,5472,4020,3546,4827,735,1992,4155,5625,4194,7677,7494,7227,7932,5103,0,543,543,807,543,879,543,1500,1779,4161
206,2676,5073,5700,6087,6819,7569,7164,7338,5391,5118,1272,6753,7512,5502,9309,9105,9744,9000,6855,4560,4323,6339,6399,7452,8919,7647,8928,8697,7953,4107,4503,5904,7470,7317,7911,9054,9264,9897,7317,4992,4746,5304,5643,7812,6135,8646,9060,9558,7344,4290,3483,5469,5349,6603,8190,8898,8934,8283,6372,4917,4317,6399,7443,5853,7125,9498,9612,8037,7296,4314,3663,6981,6762,8151,9441,7455,10056,9756,7686,4641,4512,8055,6381,9480,9687,10974,12321,12435,11550,6681,2064,5856,6561,6801,7458,5244,5718,4929,2550,846
207,4701,6585,6870,6606,5046,4356,4800,4803,6285,1647,5859,7410,7254,6792,6843,6771,7200,8178,11361,3315,7086,10134,9813,9903,9954,9447,10845,11403,12024,5922,7074,9723,9219,8319,8778,8364,8661,10479,12063,6741,6597,8508,7641,8517,7416,8631,8520,9576,10707,7653,5748,9738,6600,5604,8265,6252,8778,9696,9717,8055,5244,8766,8547,7818,7902,7725,7968,8565,8661,6468,4662,8400,7380,5457,7764,6909,5172,7224,9105,5451,3276,7494,6789,6225,4395,5922,7026,6453,8562,5595,0,1605,4008,3465,3456,2862,4212,2973,2535,1407
208,9558,9411,9840,9837,9036,6843,5169,5046,3099,4413,14181,18342,19446,20805,18705,16542,15600,14742,14547,8283,14100,20010,19707,19749,19878,17439,15432,16092,14031,9303,12894,19368,19815,19203,18474,17019,15207,16548,14361,8349,12117,18759,19560,18786,18399,16173,14061,14298,13950,8919,11319,19365,19437,19467,18966,17943,16155,16011,16032,9246,9168,16746,17157,17130,17364,16209,14247,15090,14238,8829,8322,16932,17640,17859,16809,15846,15228,13863,14232,6948,5670,14037,14706,15231,15291,14163,12243,13047,13671,7737,1095,7050,6957,6837,5961,4962,5619,3012,4308,543
209,1581,3018,5349,4488,4218,6891,7296,7431,7836,5883,1233,3759,5502,4494,5292,5934,8448,7548,9216,6351,675,3594,4377,4362,4686,5955,7176,7965,8661,6495,675,2916,4197,4500,4476,5445,7344,7833,6627,6129,675,2817,4566,4620,4407,6498,7110,7863,7863,6057,675,3159,4731,3936,4095,5931,8067,6993,8055,5580,675,2979,4332,4179,4998,5700,7560,6786,7425,5655,675,2505,3498,4221,4146,6051,7581,7239,7149,3957,675,2922,3714,4074,3873,5277,7029,6501,5625,1998,288,1896,2151,3792,3735,3663,5310,3774,2766,564
210,4068,4455,5304,5859,3264,4764,5280,4335,6276,1683,4524,6432,7521,6423,6633,7161,7266,6714,9903,4131,6588,8877,9003,9054,8628,9663,10404,9363,10986,3918,6441,8799,9516,8739,8772,9588,8271,8028,10218,5832,5466,7962,8115,8529,8316,9114,8097,8322,8532,7152,4998,8223,8280,7521,7869,8340,8205,8037,8397,6702,5064,7137,7443,6555,6696,7575,5574,6525,7113,6531,4893,6351,6891,7008,3687,5922,4134,6318,6024,5142,3315,4800,6471,3783,4287,4830,4869,3351,3027,4227,954,1437,2781,1059,1929,1350,2166,2094,2013,1617
